Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
Q08722,102410000,29956000,102290000,104890000,40643000,107600000,63173000,30888000,12356425,47628000,3975000,6622767,31398838,47454000,27235000,81343000,8799500,112560000,82949000,60681000,82540000
Q08945,5872300,156430000,20962000,29556000,20949000,16225000,15609000,25445000,7597100,5476600,28629000,6012500,1755500,24368450,90064923,31015000,5734800,46812000,9049600,15893000,20883000
Q12846,3697700,410600000,143430000,68094000,105220000,119000000,16951000,29092000,9160700,55875000,82536000,7336826,809700,25560589,13204870,247690000,21051000,222130000,136450000,97873000,114330000
Q12904,11444000,336870000,110130000,171670000,75531000,53018000,38376000,78666000,19309062,63315000,181050000,20999300,6330682,18538000,19593950,114550000,59410000,127620000,150440000,83502000,116850000
Q13098,15088000,80134000,58416000,30369000,32129000,44444000,23454000,11972000,23879250,19443000,92628000,47957994,31398838,18316100,5258100,83950000,16774000,55705000,28666000,28484000,42339000
Q13131,26556000,631650000,96275000,161120000,143410000,53911000,64760000,93374400,25214000,74564000,143220000,16463643,3952304,66059000,35573400,265870000,54147000,459180000,165000000,212790000,198850000
Q13428,7815900,63503000,13041000,24949000,4605700,7120100,8145300,2708900,298093420,24781000,20853000,4305300,1755500,5529700,2646000,77380000,12241044,52220000,20651000,4548300,9170400
Q13464,26911000,25629000,17731000,12039000,18324000,8077200,10494000,30261000,6653900,5324500,25100000,955500,1755500,4575900,10274000,18077000,9309900,33914000,32727000,17222000,8403900
Q13510,16019000,105200000,150630000,98489000,20829000,9623200,2218100,55146000,22881000,18046811,4864300,13601700,13855667,19818580,12332000,39054000,51054000,107860000,71499000,5441800,8279000
Q13557,31176000,384960000,634930000,114540000,87879000,170750000,210210000,126480000,10982475,57252000,86818000,17549000,1785859,43176933,43610238,401430000,84644000,242060000,256200000,121460000,159710000
Q13618,14544000,90866000,55593000,15843000,29415000,38137000,9052700,10898000,19512000,15834000,29686000,1546600,31398838,14424717,9117775,136190000,30902000,34033000,29782000,14266000,47632000
Q14012,6458200,62394000,23503000,21135000,6883700,8226800,2032000,11313543,7093300,10954000,36271000,7655100,31398838,3655000,12495000,74853000,22084000,45777000,36376000,8937200,11957000
Q14157,5165200,116460000,52322000,47883000,10869000,2493000,18304000,29753000,5338700,17535000,65939000,47957994,1208800,26604333,10215443,57139000,4635100,38804000,11554000,14715000,24888000
Q14161,10856000,72746000,15478000,49099000,7982300,2237300,6394500,3990400,26631000,26731000,32073000,5081600,31398838,76378000,11103800,25701000,24550000,31981000,10256000,21574000,17684000
Q14165,95655690,554490000,254100000,400020000,104430000,540490000,303300000,147290000,76745000,294530000,189510000,12270000,1407490,72164640,67794860,408350000,108840000,1007600000,294210000,215140000,248900000
Q14192,18741633,4594300,13876000,315870000,10694000,6040900,20883747,10032000,10230000,17656450,238830000,2274500,1142900,56042000,5170100,2733700,19659000,47842000,74111000,64594000,25557000
Q14257,31274480,110500000,39324000,58193000,34650000,33818000,14427000,7117800,3695700,80744000,40879000,7655100,8971100,4475100,22389700,80376000,25678000,71591000,22202000,31983000,66375000
Q14314,36896000,195910000,10893000,70087000,24079000,46961000,3594600,27868000,51659000,241190000,18602000,14332800,31398838,48457578,13879000,12711000,81613000,596650000,26639000,14471000,37604000
Q14571,6016700,145970000,21084000,41174000,16078000,56330000,652430,16501000,1570800,11987000,14659000,7744050,3165800,851160,4615800,19706000,4808200,51559000,5298400,14285000,13996000
Q14677,39194010,90538000,189010000,136350000,36787000,35079000,33678000,8085300,2979800,22741000,444980000,11451840,3263600,37308238,4897700,173220000,13687000,187590000,129930000,170250000,135920000
Q14914,22131000,199320000,272580000,96701000,164910000,91563000,132060000,31995000,12939000,44045000,85229000,11332788,7210280,38681920,21014110,723330000,88736000,145290000,181030000,181280000,127090000
Q15428,8688700,184510000,48323740,15974000,21654000,69502000,28007000,7595000,120210000,28511311,55325400,7318200,12348000,6982700,22483000,297310000,23298000,66073000,26696000,23070000,50381000
Q15628,32463200,113530000,22640000,24264000,124180000,24226000,20679000,20901000,76064000,26973000,88777000,4324600,2505200,13843000,17748367,64567000,21582000,72307000,37863000,63992000,38440000
Q15836,27118555.6,124840000,308150000,76410000,105220000,42477000,282990000,96585000,39997000,42545000,100200000,11730741.4,801957.5,7758900,20949750,232240000,29592000,170530000,155640000,139340000,150110000
Q16822,7620700,93740000,9006400,13633000,22347000,8049600,216500000,7011000,6868100,4499700,7963400,22499550,1047500,5278460,3751250,35497000,46063000,128200000,11304000,12982000,26479000
Q27J81,25124689,301160000,152330000,31434000,15724000,7354500,11238000,17648000,21523471,97285000,192470000,1425300,557278,3101300,15792186,337140000,20173000,102330000,66325000,124720000,28297000
Q2TAA2,637890,93995000,61992000,23449000,15198000,50999000,7349600,24537000,8812700,15302000,58070000,2063900,31398838,14152057,8523933,163010000,22114000,47817000,16441000,3885200,68616000
Q2TAY7,13123000,112460000,28357000,22641000,19031000,20235000,27690000,4280100,4856000,17781000,26509000,11783000,31398838,15184900,11206225,71281000,13812000,66793000,19760000,28499000,21735000
Q32P44,3806300,185790000,29535000,7081700,20108000,7686900,40642000,3288500,19032000,4246600,31902000,7234250,31398838,4947900,4549400,120730000,36671000,27343000,8608700,8516000,38372000
Q4KMQ2,11377000,68477000,38657000,11568000,46210000,13073000,34445150,15326000,10467600,4743500,53471000,18517000,1601400,795950,8454775,137660000,19739514,68035000,18628000,114880000,102600000
Q53T59,37711000,118210000,34457700,44470000,26908000,18240000,24268000,12142000,10769860,29992000,71429000,47957994,2582300,13193000,36053000,88243000,36510000,11747000,16465000,6196200,42358000
Q5VWZ2,8702800,18034000,40410000,22376000,45398000,86857000,6935000,8472650,298093420,18281460,10780000,26937000,2506150,6038200,13467000,51941000,11178000,22396000,7247500,21365000,9990000
Q6IBS0,13455780,293440000,53410000,114480000,73643000,45365000,18772000,21982000,9906800,2080300,191490000,2717700,1476206,28127920,13267034,243060000,70525000,161720000,59008000,18809000,152180000
Q6NVY1,58758000,127790000,116480000,68606000,45181000,45629000,18704000,31591000,11300022,56822000,103540000,3805175,433310,12525627,38960000,173130000,15707000,99741000,35249000,13493000,53559000
Q7L5N1,26213000,57790000,49782000,33517000,34826000,47423000,27207000,12885000,9949300,17034850,55968000,11920000,1107195,21696571,12163000,120100000,31180000,91406000,68699000,40643000,61112000
Q7LG56,3356300,89827000,31725000,27805000,19244000,32914000,72389000,29039000,9478800,30714000,92307000,8182200,1114800,14954400,10975000,35031000,16305022,90856000,28092000,26240000,20685000
Q7Z2W4,32241333,134830000,38356000,19302000,21672000,28639000,16335000,1160300,3631000,5563400,41183000,1477200,31398838,23233000,9173300,79651000,8251600,34526000,49258000,19091000,54922000
Q7Z4H3,35357000,26459000,47646000,39404000,25732017,29604590,14556120,42467000,20473500,10789000,55153000,3034800,542710,21366000,11142000,224830000,27348000,14250000,51080000,14905000,9890500
Q7Z7K6,2094700,656990000,109240000,93482000,52825000,98771000,12662000,38704000,19567525,54426000,73521000,625000,19968202,18618243,22482644,361190000,29389000,64945000,8933700,39740000,70296000
Q86TX2,15068000,61903000,15818000,14206000,9089100,6537600,38445000,1889900,5333600,1515000,75802000,2778400,31398838,11046400,6055600,36209000,29517000,180480000,5481200,14267000,15511000
Q86WV6,3772100,144040000,33219000,6853600,14443000,16373000,2938800,11297000,31710920,6280500,11811000,10434000,16643000,13601300,16498120,141050000,17293000,71247000,81432000,135130000,93145000
Q86XP3,12642000,117870000,45266000,44999000,16149000,26367000,23170000,16407000,10116650,55094000,29170000,7650250,1289845,10095200,58079000,92783000,7685000,155220000,20366000,32408000,40159000
Q8IW45,26742000,36715000,27008000,29936000,4934000,25972000,19601000,21902000,5270800,19437000,49794000,6280700,8287400,39422000,9492275,47121000,78150000,26631000,69416000,38372000,25097000
Q8IWA5,90300000,1330500000,85542000,221530000,48139000,8182400,23606000,4205100,162836973.8,35772404.4,28935000,1434500,630426.7,8564533.3,26912000,62833000,8826600,18033000,222820000,81001000,196030000
Q8IXI2,13429000,33954000,33884000,12138000,15890000,17288000,10787000,6467800,8260750,13836717,36760000,7862650,616410,12088000,5594900,27847000,8471600,76116000,10047000,16731000,12253000
Q8N0X7,9482500,41697000,25359000,30328000,19543000,9553700,4395200,2092900,19153000,15883000,38346000,5582600,8287400,21622000,11041000,81124000,13279000,22870000,32024000,54699000,12435000
Q8N335,52106700,58947000,27364000,155430000,56850000,40975000,21677000,24934000,35770000,8319443,58236000,218800000,84599000,45713000,34483000,58916000,25092000,63778000,23843000,26496900,147580000
Q8N684,19787440,126290000,38547000,9845800,18605000,32069000,6988600,4064600,2239700,7310900,48050000,9426200,953755,1548500,8938180,107940000,82075000,66399000,35603000,46256000,53501000
Q8NBF2,4850200,71245000,69403000,19702000,41928000,6650500,3372400,23312000,24785117,16663000,62601000,5652300,1352100,7251300,10272261,247890000,19302000,44988000,50798000,33606000,27327000
Q8NBJ7,22010071,242730000,66676000,86408000,22436000,47340000,25771000,1993700,3097700,2494600,53431000,16727360,3455900,17205240,5835200,49802000,8335100,53016000,24332000,18236000,1971300
Q8NCA5,20313000,84278000,10450000,15554000,19434000,18841000,8015200,17917000,4447700,17823000,22200000,7655100,8996100,12973000,27181000,81349000,25455000,172850000,12522000,16261000,66147000
Q8NFW8,6079100,89562000,27399000,23949000,44000000,84476000,30218000,23463000,15407000,45435000,80012000,9141550,2790600,18074500,22031000,39842000,16549000,103980000,75767000,79763000,10194000
Q8NI35,15559000,246660000,2967100000,448000000,1072900000,60518000,88367000,212133829,287462212,188317750,1052400000,93922000,6424360,8764400,13270000,202110000,327650000,195860000,681370000,669600000,2855300000
Q8TCJ2,1198700,158360000,29560000,60116000,40401000,38359000,43805000,19372000,3397700,24246000,59283000,2522650,545375,23248400,15319843,171700000,12671000,139910000,32847000,40882000,27826000
Q92530,46555000,201610000,162600000,52075000,117210000,141160000,61060000,43267000,123520000,63970000,152270000,28966148,11740605,39873544,16759000,277790000,101460000,270390000,145030000,99190000,96144000
Q92572,15026000,82782000,21727000,27759000,21611000,46032000,35033000,14662000,9775800,14718000,42818000,2979700,7508400,15167440,9307717,126160000,15842000,105850000,52300000,34781000,25420000
Q92598,15627411,145070000,40242000,79109000,15866000,28077000,91443000,6702700,11318983,23202000,52418000,2290400,16643000,28069833,7388600,58615000,15271000,89856000,23483000,20880000,24160000
Q92930,70696790,353650000,586030000,186940000,32068000,219740000,63041000,25546000,16629000,82443500,253430000,24038000,991918.6,76225240,11108000,294300000,46599000,827410000,545980000,239750000,381580000
Q93034,66429000,81255000,37053000,12638000,19923000,24268000,8112700,5695300,5592000,5856500,46467000,2778400,31398838,7336300,5675400,17105000,26273000,23776000,22233000,16816000,39879000
Q969G5,18879000,198950000,2708200,22544000,77715208,27061000,40705822,126990000,5029200,5261600,131870000,2756100,719220,7907000,25211000,383830000,2198600,193927222,230500000,383050000,18604000
Q969V3,12424000,84241000,7996100,41549000,20366211,28449000,17660000,4850500,4447700,16576000,27594000,7942500,8996100,13130500,7502900,83499000,28264000,164210000,37914000,35543000,49000000
Q96A26,61163000,179170000,172600000,115330000,50410000,138870000,58025000,116000000,17335762,58968870,128020000,4960575,1259475,16792000,28645000,178950000,18949000,305700000,107270000,46310000,101240000
Q96AB3,13441000,421300000,96679000,45617000,54958000,40378000,10886000,33463000,13538989,44321000,54769000,4082000,1091800,18957000,18632000,541850000,27637000,155890000,180800000,52931000,54861000
Q96AQ6,37126000,50506000,87364000,46040000,11191000,2629500,16918000,6796100,25692000,88873000,26328000,47957994,31398838,8805000,15625000,96257000,9958400,89168000,20608000,20339000,24600000
Q96AY3,5593000,625450000,60706000,353820000,90119000,149760000,174660000,35774000,9052100,164680000,364130000,36638466,7724020,85664800,40348856,259820000,34270000,709910000,187490000,84313000,297960000
Q96C86,10959000,99029000,47775000,38122000,61370000,10671000,16953000,36020000,15939350,14543000,15474000,41144000,4104400,22734000,6341900,75864000,13468000,55309000,34195000,31676000,58957000
Q96FQ6,11996000,75375340,14103000,55688000,23782000,3975800,5346900,87966000,3266200,3007300,36874000,47957994,198320000,51839000,10620000,43795000,25035000,12506000,16308000,41529000,60116000
Q96GK7,10045000,35784000,18180000,14340000,21590000,12500000,7397500,17539000,298093420,15383000,16594000,955500,1755500,7002033,4923600,57930000,18695000,30194000,12630000,13558000,16162000
Q96JJ3,29174000,34064000,25703111,30894000,20416000,6372700,2377600,4958200,4640400,9897300,115390000,2778400,11617000,9687800,90064923,42700000,14755000,45904000,19733000,20433000,19312000
Q96T51,20866000,49857000,44424000,68025000,18338000,44996000,39613000,9230200,62662000,27711000,67396000,47957994,7508400,11198733,9553200,71586000,8678700,140900000,22863000,21020000,40999000
Q99729,1645700,311130000,48631000,130820000,22518000,105340000,779010,51815000,7188614,47921000,68200000,2728660,765330,18879056,15243443,170720000,49070000,279240000,65306000,67818000,34340000
Q99805,18702000,163130000,24022000,90548000,58741000,71299000,23712000,15405000,6712400,65895000,49829000,7032062,487575,28022200,10083850,134790000,24717000,72550000,68577000,71314000,43796000
Q9BPX5,21497000,88368000,89373000,50270000,54606000,55504000,103250000,30657111,15541000,47358000,149560000,15124900,1800170,27754333,23613000,87083000,48759000,95662000,89554000,29642000,98010000
Q9BTT0,21069500,306490000,59841000,47720000,61923000,82010000,134120000,22223000,31119983,32573000,48955000,10090960,2688379,18488000,14188000,204160000,8589500,37183000,44809000,29818000,25612000
Q9BTW9,52006000,45350000,29552000,27708000,19696000,9415500,33923000,16151000,23928850,16593000,84073000,47957994,8426600,14060625,19871000,59154000,10963000,33595000,12242000,24443000,24502000
Q9BVG4,10293000,69139000,34980000,38690000,55541000,26979000,17209000,15963000,47048500,14866000,41792000,7821000,7508400,10779575,13575000,87137000,22385000,100670000,34926000,32848050,38307000
Q9BWM7,3776300,99480000,39404000,81238000,58490000,18267000,34700000,47014000,17563933,10366000,58204000,8250867,950020,8336900,3190500,37037000,15657000,81540000,13434000,25214000,69795000
Q9BXP5,44377000,211780000,35113000,49999000,17198000,25225000,9778000,36384000,14966960,43828000,56135000,4324600,373040,15530500,57236000,79944000,9135300,25814000,17680000,9415600,38899000
Q9BY32,100420067,424140000,33458000,86851000,22639000,47572000,45137000,7930900,8760900,17607000,54130000,15629490,6383330,2891700,21698338,206800000,8877300,7495000,34848000,57626000,194900000
Q9GZT4,2924600,105970000,71866000,19059000,111420000,33660000,7289100,9507800,11038684,3832300,80609000,3168100,2366100,18072567,10724588,258210000,103610000,59766000,31481000,32500000,280010000
Q9H0E2,12484000,59191000,52483000,28043000,56472000,7577500,3791800,12092980,10441000,11436000,38500000,4689200,3604400,6773500,4778800,130240000,40483000,30415000,17101000,33555000,38637000
Q9H2G2,11532000,425390000,37174000,70204000,46809000,8628600,2167600,7994800,46012000,855670,42574000,8322250,7530700,53869000,22226900,108860000,62651000,101511889,72704000,64378000,40431000
Q9H444,11565000,287210000,147880000,112560000,34830000,78448000,69238000,48147000,19671878,46825000,117440000,7148900,2735080,15787730,23142440,286530000,12622000,258310000,144800000,172760000,173610000
Q9HA64,37910000,10520000,66583000,14756000,19092000,25528000,31342000,17293000,29157000,10575525,68128000,47957994,5065100,19156667,14429000,13158000,7062700,35052000,20918000,31120000,33986000
Q9HB07,7052800,129530000,63538000,47445000,42367000,167500000,22737700,15681000,298093420,31596000,41255000,4996800,1149500,14025000,10005000,58639000,36766000,21693000,22001000,16806000,39208000
Q9HD20,37901000,145330000,8792400,12091000,17101000,18730000,37834000,37987000,48554615,72756000,29254000,955500,986185,18924550,22510000,13958000,18714000,33305000,5928500,7861200,31565000
Q9HD45,17636167,117520000,37706000,43356000,29791000,50587000,12458000,14265000,14837000,21092412,86223000,6227650,2582300,13576000,9882500,94995000,7387200,37678000,27615000,23297490,21220000
Q9NQ88,6528200,15020000,18641000,32909000,12800000,9897000,14026000,3768900,16161000,9837829,22810000,47957994,70628100,4324900,16894000,8402300,28924000,17820000,5778900,20085000,23679000
Q9NR45,15082867,656980000,12398000,135210000,81561000,88688000,115890000,39968000,15969575,90903000,131310000,6308007,19968202,21324000,11030000,207650000,24918000,43587000,74024000,23975000,101960000
Q9NT62,11671075,55286000,68718000,38885000,37811000,19038000,17106000,12896000,13088000,26749000,58443000,47957994,87999000,13512333,5335900,78629000,36181000,55392000,48937000,25852000,41406000
Q9NTJ5,21921000,146220000,36577000,85050000,51925000,47854000,21912000,31317000,8906550,21868000,74850000,9138000,744006.7,26793000,10781012.5,167650000,51907000,191370000,53279000,72054000,91247000
Q9NTX5,7422400,162153500,108790000,200320000,33787000,10464000,27515000,64500000,9978900,39766000,121740000,9097020,1629890,12302000,8851512,72119000,10685000,194140000,51988000,25957000,43083000
Q9NVD7,6941000,156230000,45707000,42252000,67123000,64762000,23675000,49215000,21162000,19229000,80353000,9953300,206310,19040971,11565733,135970000,54163000,82675000,45833000,74382000,74039000
Q9NVJ2,13751000,30014000,2897600,70598000,12220778,133110000,52656000,1913900,9769100,7756200,1268100,21219000,1815700,18205000,7173100,4209300,5699900,99930000,8266000,55627000,56803000
Q9P0J1,10802000,70884000,9565200,9680000,11140000,2821100,16243000,33098000,4522500,13869175,13196000,956880,627970,14055000,9661000,22906000,1590500,110270000,23690000,21262000,4464100
Q9P0K7,173460000,1141300000,185360000,128840000,370420000,45425000,94470900,61837000,169300000,75361000,295760000,11377538,9847918,66913230,37809000,216910000,117960000,367040000,254140000,215800000,626600000
Q9P0V9,17064857,153830000,62464000,29240000,34754000,26315000,37307000,6711700,1830500,11542000,36252000,12325925,9128950,26814000,13645000,49543000,34972000,98891000,50832000,33942000,83747000
Q9P258,14239667,117600000,33921000,47914000,5555800,11919000,46505000,22751000,12227257,22367000,47769000,2265933,206310,8004200,12789000,182570000,10730000,84232000,8386100,18252000,20921000
Q9P299,17576000,177610000,33046000,74747000,59205000,46408800,28412470,5536400,36052000,37376000,65062000,18530367,1077900,121890000,25301000,86054000,40051000,108870000,50164000,38686000,230520000
Q9UBB4,36170000,64249000,29344000,17988000,23166000,24273000,39712000,18717000,15591000,8000500,25737000,905250,1054700,7571900,4830800,103110000,26144000,16504000,17635000,17230000,83206000
Q9UBT2,30379000,136120000,43767000,41849000,26903000,38556000,53185000,39398000,34480250,26428000,55793000,47957994,206310,9974800,13025000,142090000,58769000,87145000,18254000,27926000,46674400
Q9UFN0,22233800,169730000,39109000,53508000,57700000,34949000,12710000,10378000,9373000,40448500,59271000,9592050,631530,11662000,2029100,321560000,20722000,302390000,186350000,87659000,32931000
Q9UGP8,8925500,13432000,16400000,33046000,6185000,26013943,11073522,8603800,10164850,6897000,33512000,9908300,1360800,1401900,2927900,42561000,6235500,74985000,42413000,9790400,42808000
Q9UH99,29469000,245150000,64317000,27091000,119530000,13132000,11614000,23020000,5600343,7495200,22282000,18239000,373040,3417300,3714667,80362000,18836000,97533000,39741000,34279000,23156000
Q9UHA4,17102000,270030000,129700000,79247000,78063000,26296000,67180000,39442049,12807700,24634000,30567000,1720000,308662.7,9938025,16677000,223920000,23433000,41977000,42034000,10761000,76743000
Q9UHY7,13830333,87363000,66366000,27967000,21333000,44416000,40517000,20130000,22162000,21333000,71261000,2979700,31398838,14084000,10035188,91232000,34375000,70821000,31286000,18261000,31232000
Q9UJC5,11098000,45299000,13512000,41899000,21819000,5602800,11077000,70489000,23699000,10716000,80386000,20182850,9288200,14282980,12200128,207150000,63670000,15162000,13704000,95626000,35400000
Q9UJW0,12798000,153970000,48698000,25714000,57234000,49680000,66550000,32268356,21348000,17390000,55266000,15696300,31398838,20044000,9954200,66414000,38632000,74579000,38291000,38887000,70762000
Q9UJZ1,30874800,219890000,101720000,115140000,98522000,11107000,16487000,41146000,24072387.5,149850000,137010000,5728566.7,812476.7,5018300,4952200,228570000,22447000,119410000,152770000,156180000,103600000
Q9UKG1,14334586,89492000,67656000,45420000,42313000,25896000,21931000,27448000,45134100,16541000,35064000,41144000,31398838,13415180,9821500,115250000,28315000,60142000,53958000,43814000,42716000
Q9UKK9,17712000,53581000,84919000,76497000,28736000,29165000,60291000,19371000,27517586,10674000,35428000,7855750,31398838,46530000,51159000,85811000,20921910,100380000,77606000,49824000,62272000
Q9UN36,8912900,312090000,179930000,32128000,18306000,6436500,7088900,7366500,54148920,11125000,42310000,1076900,827610,18631250,3667500,176300000,23170000,110100000,25395000,79372000,27608000
Q9UN86,12938000,298400000,53536000,71345000,20269000,110600000,7996400,18324000,12648000,9100000,75038000,12830125,5296900,19439817,35646000,112910000,14529900,51450000,25002000,24141000,22295000
Q9UNF0,20126667,48238000,45510000,20569000,64684000,73179000,38958000,9252000,25548000,17948600,113850000,2016550,31398838,11177000,10351000,64126000,31529000,32646000,68662000,25981000,45572000
Q9UNF1,17859000,67399000,24711000,35505000,20108000,1362100,21904970,19429000,13279000,16114000,35931000,9546600,268990,10389429,9236100,104660000,22100000,211270000,29357000,37525000,115870000
Q9UNS2,14946725,238240000,62286000,17718000,17239000,12085000,11458000,18488000,7007800,34691000,20339000,5295700,373040,8573450,3685057,107620000,13378000,79838000,27800000,13793000,39371000
Q9UPN3,16327067,70429000,22725000,58956000,102950000,34099000,16486000,15001000,19601000,19337000,131090000,4998028,1035825,11698067,1756700,775130000,24830000,82898000,29622000,44889000,54091000
Q9Y263,38368000,123390000,177790000,122220000,92008000,28818000,38121000,22867000,119640000,91195000,226640000,1692800,2192600,34640233,18094580,229260000,157200000,140780000,108700000,136440000,145750000
Q9Y266,34221000,97209000,54394000,88281000,9486600,30358000,67149000,33172359,7786425,58504000,52996000,2032595,1170600,14642000,15439000,263030000,26862000,191650000,46032000,121060000,69821000
Q9Y296,11128200,16688000,12149000,5842200,12453000,2827800,5359200,3080700,6050800,4622300,17288000,2837300,520465,2098300,3764150,34447000,8226850,9589500,11018000,10252000,3696000
Q9Y2A7,1643900,191820000,67890000,10056000,14012000,3558900,9664400,1927300,9850540,3832300,16713000,5295700,373040,3493400,709470,80152000,24905000,94937000,12559000,12144000,42400000
Q9Y2W1,16197000,234590000,154840000,124640000,29624000,23444000,48301000,15939000,15480243,12297000,127190000,3895450,11237905,7693100,15491581,240880000,11100000,177930000,31144000,41590000,66949000
Q9Y5M8,25405071,61784000,24668000,63345000,47956000,39867000,104350000,42713000,2395400,127310000,121090000,19492000,3028250,14188000,18012600,87944000,16240000,115980000,66282000,282960000,135060000
Q9Y5S9,25675650,229730000,100840000,78129000,24770000,52939000,44123000,20027000,13229000,30292000,146620000,2784400,31398838,49459000,18124156,159750000,8411300,174300000,78104000,78721000,42184000
Q9Y5X1,7106600,50063000,58224000,69358000,52936000,13028000,71644000,13605000,14908640,16426000,78635000,11182000,1966155,30559875,22200000,119810000,14505000,100700000,37540000,36721000,55297000
Q9Y639,8263000,144830000,62738000,115760000,80271000,107510000,66090000,6564400,13249467,17076000,27505000,2694000,3258856,9461300,20270171,126130000,15016000,163890000,70718000,122140000,109260000
Q9Y646,37827000,40179000,71530000,50425000,159700000,18865000,17379656,24833712,20134467,4245700,45578000,3904800,31398838,52819000,55150000,70826000,22380000,90273000,30524000,14624000,53887000
Q9Y697,22204000,21751000,50070000,22019000,26322212,33785000,7535300,17696000,20405450,8975400,8355000,6888700,1005800,25938000,8969300,29150000,9097400,33927000,59250000,35542000,11428000
Q9Y6B6,13562000,70655000,9992800,9709900,13105125,46238000,13864000,479480,4831850,38848000,81280000,2346000,3165800,36281000,5697600,12518000,14540978,36533000,18862000,13587000,14235000
A0A0B4J1X5,6921300,43583780,151880000,25072000,36760000,23301325,15108975,59523000,200890000,20038950,28907000,42444000,3309600,17133000,16557000,10360000,100770000,9954200,237760000,252270000,18467775
O00168,4012200,92744000,38079000,59102000,150980000,52464000,10659000,3661100,18238209,41433000,91139000,4638032,4302967,23620479,4988500,491450000,75533712,6871300,24133000,10837000,48734000
O00505,2971350,74118000,12072000,43965000,20849489,56242000,22811000,16274000,4714400,18000000,24796000,9475600,5529800,46548000,4615800,44547000,23510000,74224000,34323000,13926000,31650000
O00743,31921950,39397000,17898000,25245000,12976000,16812000,4515200,9190100,4514900,22510000,30372000,47957994,31398838,10721000,3177400,29619000,11739000,33382000,22764000,13499000,27687000
O14618,28145000,31145000,27530070,42180000,33242000,32114000,41248000,21168000,44760000,19099000,20188000,4933300,1377550,40597000,14073000,61103000,27177017,15268000,12555000,16957250,23038000
O14880,89165340,431130000,308820000,32689000,388210000,13666000,844680,10463000,15310000,10189000,33763000,18076333,2682098,52446214,44381300,319020000,15586000,134340000,189190000,156330000,84675000
O15042,14895375,95707000,3838700,26192000,15381000,11882000,29021000,24798000,8500617,27277000,9344700,1961200,355040,5760372,17062000,162050000,10942000,227860000,12077000,31913000,23834000
O15067,6113267,165460000,29290000,16416000,17748000,24339000,19803000,13431000,5447300,18492000,38276000,3484000,1755500,24368450,3737400,35173000,12302000,26035000,13325000,3056300,14040000
O15212,189280000,101430000,70362000,72861000,37470211,44190000,32055000,87417000,25683240,13261000,84776000,11988225,9172100,10337100,32380000,60135000,17447000,93470000,65443000,61482000,32928000
O15260,27997384,308760000,218810000,79215000,219550000,21651000,31694000,21889000,5716200,5632600,132740000,9774267,1407305,22382170,21710562,320760000,20400000,101740000,162850000,198530000,267730000
O15460,20608275,53996000,3196400,33800000,43820000,4590200,2000300,13242771,4680100,11048583,22758000,2607250,1047500,1510600,4972600,7727800,4693000,215200000,15121000,31724000,11000000
O43615,8642000,154800000,34851000,11204000,19755000,13810000,23023000,15595000,52932950,6802400,18882000,1294400,31398838,19755000,3594100,50170000,9206100,80319000,27199000,24295000,10598000
O43719,12784000,52604000,13503000,25696000,14906000,146640000,72490000,9860800,17666000,31353750,10734000,2778400,3304700,24952000,24643000,84392000,14357000,197520000,18606000,9528000,20351000
O60234,8266800,48908000,20443000,34675000,19800000,9422700,9582700,23878000,6332650,18124000,29281000,47957994,421680,86198762,16131000,22787000,25615000,18938000,17026180,16885000,15353000
O60486,28415000,60712000,27772000,19395000,41492000,38831000,6516500,25171000,30988900,20893500,43637000,7412100,7508400,17982575,13437420,101710000,3581900,87475000,23249000,26181000,72289000
O60610,13375233,125340000,34026000,4807700,20930000,6029100,3610600,654330,1569200,806750,39015000,47957994,1851200,23389850,467100,57609000,12570025,25074000,82949000,6488700,9979800
O75223,36784200,49020000,226460000,40954000,94610889,60848000,46308000,34693000,126755333,20709000,42995000,7706500,31398838,10438000,61822000,143990000,24615000,128738300,104420000,352660000,41576000
O75534,54065000,124650000,37733000,36776000,55245000,40725000,218560000,382730000,15858800,25086143,88658000,8881567,4235950,68664000,18276000,82635000,23410456,25359000,21187000,32008000,66526000
O75832,28260920,94349000,19182000,54803000,20662000,43833000,32334000,60987000,39616000,77747000,32067000,16460400,3489500,23363525,22954333,75334000,51117000,140400000,27088000,288610000,15524000
O75884,20060512,8312400,36389000,11099000,135790000,5234100,2985200,3325700,19218000,18833000,9636100,47957994,1096653,14281067,12351686,182210000,110590000,74340000,89277000,34414000,162660000
O94819,6531800,48920000,36930000,36850050,1612300,14734000,2656500,1555100,9632300,15108912,59861000,2062892,1772645,21443260,3555200,435760000,51803000,10136000,242310000,72162000,12389000
