Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
O94855,4134350,121280000,8165600,50933000,39803000,17220583,132370000,8715900,174800000,6812200,33519000,7597600,2952400,16759000,6482600,32353000,7228500,29026000,59309000,31739500,16578000
O95292,64240000,82459000,165600000,42832000,47551000,27077000,37144000,52480000,13088900,51555000,51323000,9303875,1170600,16902533,24673000,80932000,34120060,171760000,88248000,104600000,158610000
O95479,13209000,89955000,34818000,35534000,98174000,23983000,274320000,15119000,29699000,16487000,31276000,5353300,1352100,37752333,7651219,186990000,25979000,100070000,60543200,98157000,81265000
O95674,28004075,102390000,109290000,63714000,57850000,20601000,43234000,33687000,4222300,28747000,29312000,17897450,737750,21220078,15425543,146600000,7574600,186680000,131960000,111270000,52107000
P01033,6581900,158250000,6831500,1828700,11096000,5720800,4802400,8129600,21247000,4315500,10218000,955500,1087190,19798633,7418233,50067000,5812100,15952000,11740650,13910000,4186900
P01591,21905125,7460000,58838000,2704100,102420000,40121000,13106000,20866000,34157000,6967300,30516000,6888700,1005800,21059750,4056600,16231000,5209400,39346712,24092125,10684000,4914500
P02748,17206467,74735000,144400000,23463000,215510000,72308000,7782000,90035000,378330000,15654000,70175000,20169380,31398838,43993338,108540000,96321900,168450000,30661000,135090000,234970000,15634000
P04920,185720000,107720000,441010000,102970000,234950000,108460000,207730000,39124000,19379284,7333900,277310000,14329200,2266904,22618000,17641804,841850000,10289000,281275000,9750200,225390000,33807000
P05156,4773200,41359429,44577000,5216300,21560000,13342000,4649300,3965700,142750000,997240,13727000,78573000,31398838,86198762,2043810,6617800,19466000,33351000,15518000,48310000,27911000
P05161,26082000,47552700,58453000,16389000,3939100,45404000,11368000,5882500,5586150,16468000,20670000,4536300,6961100,21071000,8174300,50332800,5737900,16586000,12601000,9546000,22200000
P05787,1350800,559910,215141873,946310,172410,11513000,3057400,506000,186533929,2447300,47395,437490,5796682,6825500,998080,533580,1099300,1473600000,209761113,5579300,77419950
P07196,370160,159250000,531510000,896640,5427500,137390,150690000,1347600,96929267,604220,47316000,462440,12348000,22273000,14031000,175286249,11576000,92773000,38899515,30747656,2304700
P08195,11860967,73210000,108960000,31238000,8708200,4153500,57507000,14528000,35212850,20455912,27621000,7484800,5568050,3089600,875980,13350000,3346800,10791000,5526500,55956000,4062800
P08311,11752000,113430000,18371000,30698000,69087000,50345000,10954000,2397800,168160000,27144400,172330000,3598800,727920,2337500,22728975,39730000,29060000,74483000,51170000,160340000,53010800
P08575,11397500,71234000,50604000,55023000,8920500,9229800,7764500,67258000,8107000,20184057,151390000,14638000,966375,6623300,10515480,58594000,23077000,58018000,15637000,13270000,73969000
P08754,41151000,123680000,39312000,51427000,24343000,10171000,11122000,88469000,15601000,59762000,61602000,11759100,1701200,27318000,21026840,118740000,30838714,36774000,52942000,41242000,57225000
P09486,19334033,44269000,68139000,203680000,25813000,15707000,33815000,21787475,53924464,33332000,99399000,6889117,31398838,30668000,38862000,7357500,8822100,77093000,68962000,27643000,15911000
P09669,33452000,54614000,65203000,104770000,49158000,133470000,56552000,25299722,13933700,25887600,21869000,615990,31398838,41329000,31320000,88404000,19688000,81508000,44117000,42695000,76739000
P0CG04,19074023,109260000,218740000,50951000,159890000,29676000,28449000,25315000,180090000,48720000,19644000,20501120,78533,55884086,42029583,86974000,183600000,122810000,216710000,180400000,85137000
P0DN76,19451633,231760000,37362000,63936000,30734000,17776000,24546000,26561000,10893000,51707000,30502000,22842350,373040,3799900,17750525,86185000,25612000,92323000,46024000,30028000,44755000
P10643,6503505,12820000,10879000,8514800,10979000,5824700,2612400,5089700,58279000,13471712,26626000,2011415,8287400,1864500,11841500,90538000,8815800,11407000,10568000,48821000,7120200
P11172,773300867,34030000,23530000,13841000,10041000,30666000,23718000,6871100,3844133,33679000,62882000,10992150,8426600,10647000,7422000,46170000,11508000,32512000,15389000,21216000,24816000
P11182,2680300,58291000,33525000,6789500,15320000,988710,1042100,12983000,12006867,12619443,62621000,47957994,11722000,86198762,4690800,61512000,5244400,57395000,8585200,16061000,2894100
P11717,47190778,33132000,21876000,27408000,43991000,8774900,1878300,15017000,18345786,8211100,299270000,8286473,6660567,11998000,23840114,180520000,7571400,276630000,137730000,74514000,13114000
P13473,18688000,116770000,46573000,54875000,28060000,19264000,6569500,25779250,2345600,14100350,50738000,47957994,663230,48503000,22686000,47387000,25194000,16565000,9584400,25690289,51927000
P13671,19045833,7882500,3197600,4367900,39785000,7004800,3774800,6886600,147380000,3985600,2738700,20182850,8366133,14221000,5300667,11988000,46291000,10683000,5137100,31793000,18422000
P13807,22941000,199510000,23080000,19350000,46302000,21936000,15552000,27147000,5135100,40262000,35648000,7655100,31398838,10502250,7700950,77890000,20800000,25103000,24865222,43714000,23272000
P14209,30772956,398220000,177740000,138200000,10105000,27452000,67000960,38891000,5868900,20702000,319370000,8353852,1069197,3765500,12859000,125480000,50696300,78001000,159540000,53609000,28529000
P15374,13172000,122520000,20852000,46720111,11201000,50224000,7750600,4822100,7935000,64380000,155750000,12910375,31398838,16492867,16595000,38585000,18972000,52154280,34079000,29642000,239380000
P17661,697030,11178000,2979700,9075500,9722300,1693800,20424775,8332200,2614600,256440000,1538900,47957994,31398838,7354400,10428014,20790000,3668300,4574400,4231600,71971000,1252500
P17677,26110000,657293000,786370000,1955100000,26230000,9341200,36003000,276290,180630210,204020100,1351700000,56383286,4573460,65380000,35765000,3750800,1112900,26646000,14154000,21678000,2145900000
P18428,765520,19590000,5367900,4456857,1081500,1956500,1812200,1220100,36804000,8585135,6231300,539650,655200,185794585,1257000,31142011,25439000,3321700,2002600,6509400,570800
P19838,14886775,59603000,92106000,36407000,47544000,12198000,9850700,3784800,2291100,21796743,84761000,4536300,49808000,14893267,2208900,68673000,18400000,44622000,19045000,13291000,33168000
P20036,19455200,63173000,239190000,154960000,22621000,23117000,31121000,3478900,15720657,51584000,66414000,4350733,12333400,42737000,15666167,73781000,42407000,128580000,15068000,19846000,56122000
P20962,43931000,48728000,22949000,6065200,5974000,57659000,118760000,11650000,54503300,11480700,29483000,13943000,16070000,13199000,17814000,45231000,9294112,14937000,19731410,16794000,12251590
P21283,5523100,28265000,59299000,25171000,22736000,14919000,38182000,11441000,9527300,8109700,49473000,7430500,1436500,86198762,7667175,44596000,15097817,23531000,39178000,16579000,23830000
P22033,3136400,80550000,60859000,6319400,8824400,15438000,10060000,9346612,9601567,10374000,54555000,905250,2625300,18047433,2263500,75127000,29354000,26939000,42909000,14259000,57323000
P23434,15203000,42491000,87504000,76269000,24503000,96563000,100710000,20891000,25623712,6114600,72395000,34171925,2490800,19964886,3404700,308500000,38476978,85541000,101800000,63374000,62918000
P24821,6419633,67435000,2699300,1153000,655920,663940,22564000,478190,142590,464880,667030,120700,210270,151990,404390,522980,8589550,47460067,6044700,74626289,21352456
P24844,4208700,141030000,31454000,20397000,25708150,64001670,3274700,61970000,65364000,3647000,56510000,5837400,12348000,47095683,1782200,263610000,31931000,78902000,53060000,46106000,12541000
P27169,3347600,8443100,31934000,14382000,63899000,11167000,4866300,32351000,99995000,26471529,7405800,3999700,1005800,5900350,1603800,38154000,40117000,56579000,32111667,17845000,22843560
P27694,18579167,421120000,41402000,80940000,36735000,5204700,60687000,15529000,38410300,67112000,43447000,6813820,3805279,4663100,12930650,150070000,12734000,41601000,48110000,23624000,10681000
P28288,7708850,269300000,33574000,19316000,10286000,11020000,2184300,3447100,29045550,25967000,69368000,14753750,31398838,2071400,7348988,18327000,7975500,118340000,8478900,15913000,30635000
P30038,15135000,32294000,57908000,25754000,44408000,14550000,33376000,31373000,11236600,14112000,34632000,5164400,31398838,57255138,5061000,153810000,11312000,53235000,46771000,9551900,18269000
P30622,13464333,98698000,24424000,36603000,42673000,71155000,37866000,12095000,42650000,397990000,71161000,47957994,2582300,16634083,12181440,53371000,20743000,33623000,12224000,24161000,32203000
P33316,134800000,142060000,37683000,44554000,23647000,29334000,11972000,6627500,69875675,15937000,11756000,1216350,1755500,4816100,90064923,96267000,6597100,31128000,35603000,10652000,16421000
P35244,20691267,155860000,85533000,41610000,31511000,56014000,21640000,28756000,2801100,21795000,80775000,2784400,1013250,27124714,16404162,148360000,12295000,117190000,45907000,14691000,25454000
P35658,8300500,10831000,15544000,10813000,8985400,9653600,2625300,11671917,6288800,26442000,12042000,47957994,1142900,11041000,8019450,27961000,4835600,22519000,10284000,7855000,12892000
P37198,6873383,214440000,95059000,50602000,56538000,38089000,11002000,17593000,8953200,67356000,58816000,9763320,529050,18763475,11026540,143770000,33655000,77355000,48905000,49242000,82794000
P40616,27603000,119730000,42340000,3409800,8286500,17418160,11979167,12122000,9746900,13028000,39035000,47957994,31398838,42054000,8152800,67225000,9994200,35509000,38000000,20852000,20772000
P42345,2680300,25393000,37748000,10214000,22054000,14431000,2785700,3511300,21834000,10950229,60016000,9672200,4779600,13668500,90064923,41673000,10109000,31685000,11231000,11945000,9121000
P42765,5784600,22897000,26615000,133390000,14229700,3865300,14495000,27527000,5693267,12194000,38074000,7513000,1098800,7926700,7846300,45222789,5789400,35247000,221730,10812000,11497000
P48681,17085000,95767000,110960000,16733622,16274225,9201100,1193000,1798000,16582060,8755800,7867900,6610500,3745800,4257900,8463200,8109500,8807500,41061000,28944000,6184500,2989800
P49915,5799333,172720000,22391000,47887000,24861000,25892000,5432800,5397400,2328000,48704000,31096000,7714400,3165800,19755000,10149000,46474000,18414000,72124000,11483000,5485000,10597000
P50148,13249471,198920000,90567000,115580000,46255000,55040000,31284000,46280000,11052283,79049000,50649000,7630600,608980,18985725,10295783,142140000,25223000,66291000,33084000,69916000,82972000
P50238,77854000,2282400000,1103500000,69030000,231805660,19744000,1948400,19170000,234343110,37403000,127020000,7374534,2809940,22864000,6253400,127620000,427299790,241270000,35055000,174320000,93084000
P50479,19167667,144940000,33250000,96790000,46537000,24531000,16719000,17364000,5257100,17880000,75417000,609370,737750,11775414,11121250,222360000,27469000,141640000,149210000,21090000,122190000
P51570,17035000,332940000,136450000,35993000,61156500,17653000,16251000,15120000,9974250,8155100,34163000,1562050,842795,15564600,15517000,188500000,14510000,67395000,10176000,23636000,143540000
P51572,39270222,539170000,152070000,27340000,4401600,19143000,30997000,23081000,11840143,55463711,99743000,12754000,4911200,27213000,23590625,325630000,51162000,544720000,103220000,91728000,21026000
P51580,12442000,17361000,5770900,3593300,23191000,16708000,8360400,3386100,96624000,14032900,7655000,1186300,31398838,86198762,4976800,44651000,11337000,13449000,28952000,6887500,38086000
P52294,6818600,182420000,99269000,24872000,56463000,18159000,21333000,13329000,559060,35526000,69529000,3873100,7573767,17770940,9554034,59732000,14488000,123280000,40630000,15407000,51413000
P53680,44011000,37244000,35819000,62028000,13461000,50215000,25335000,24817514,40237117,15659862,33533000,7868600,31398838,41399000,15042000,33035000,23417038,58686000,33537000,31086000,35671000
P53985,61274111,313100000,43259000,73970000,428960000,150960000,33183000,61621000,690022020,41229000,81499000,54710038,8995133,71473056,1161500,216050000,38607000,222520000,1008000000,5995900000,353770000
P53992,6931200,130510000,57868000,61240000,47697000,15105000,34465000,11676000,13429600,22751710,75606000,4324600,206310,13825000,11542720,132490000,31127000,35999000,26937000,19855000,55944000
P54652,12018000,158870000,250160000,13861000,85247000,13678000,59170000,14540000,126348780,7509800,46516000,4366810,31398838,12016140,19375000,127740000,18911011,9197000,7685400,18005000,14365000
P55083,36887292,1263400000,17369000,345300000,28663000,141630000,46451250,245940000,601260000,612740,39514000,2122582,2508022,31895520,34849000,103350000,13115000,333320000,13376000,13703000,28462000
P55899,15481433,132360000,49267000,25919000,59959000,11295600,8432700,6228000,2600100,4903800,13641000,1477200,1149500,25144000,5080867,59518000,20684000,57730000,63406000,11228000,24609000
P57087,165930000,44120000,92615000,292190000,16154000,28900000,56105522,141580000,23932567,32326000,51398000,18010744,10129365,45387000,10144000,567140000,32189262,33493000,315570000,273190000,49646000
P57088,13648000,85189000,270910000,133450000,60122000,67282333,21316000,38628922,23454183,26075038,7337600,8495350,21584000,20157000,3744400,114280000,10671000,134470000,71940000,72286000,97406000
P61020,11356000,195230000,64666000,41740000,37924000,16959000,12183000,10178000,9264043,31177222,70317000,13438717,5911250,13281000,14881450,128450000,31163000,106720000,78090000,29165000,45861000
P62312,24697000,72573444,40040000,96158000,115080000,38731000,18655000,30035000,4714400,10914000,38337000,16546000,31398838,36242867,22378000,70484000,16190000,75832000,41974000,37322000,54231000
P62847,16898200,85442000,21079000,33322000,18186000,23860000,4671800,5091700,298093420,23411614,39562000,5965550,31398838,3550100,4086000,67938000,63979000,87517000,8569200,5854300,12504000
P63162,84448000,283430000,126010000,172400000,48834000,133250000,67544000,60725100,12955625,57056100,124960000,14299288,3278042,82651000,46101000,274600000,58058000,243170000,113130000,63186000,115380000
P69891,180140000,22007000,1143600000,37752000,212550000,121130000,167530000,772030000,783110000,15727064,406260000,29771820,9377750,23890783,49213000,259090000,26439000,9293500,170360000,21005000,184148778
P80404,5542800,142760000,104820000,5444700,4388500,2398000,22874000,7744700,2185700,8561744,13529000,4428750,3745800,4257900,7472120,6231400,5084100,37327000,31955000,4270200,36912000
Q02750,25979000,45949000,17877000,40115000,41785000,18532000,62457000,52213000,13051750,14843000,44517000,2824850,31398838,7016500,16114800,45495000,13975000,41561000,57149000,15693000,31380000
Q04206,15428000,108590000,48442000,20757000,38772000,24527000,20718000,13697000,18388000,24838000,58891000,47957994,663230,24496900,3628700,51545000,30198000,50288790,35252000,32790000,30835000
Q04837,14169929,122510000,73047000,63472000,25464000,55010000,29058000,28030000,32568633,15990000,98033000,9418567,16643000,3116400,28575700,89788000,7662700,52788000,56606000,29697000,67965000
Q06278,16121550,323700000,65368589,5298700,22126000,17837000,30395000,29963000,1302000,6098100,1291900,1866950,986185,1043300,8174300,20131000,3342600,5498800,2900100,2433900,32078000
Q10713,11588000,62187000,21099000,2770000,16908000,12151138,19798289,2053200,11202800,741040,41667000,2619700,1273000,41862225,6666933,59819000,16760000,45810000,19641000,26290000,35219000
Q12791,48949000,201171300,55687000,78695000,86600000,6100800,1605100,12049540,10793525,14565000,32850000,2847200,1060800,18934287,1631000,211460000,53445000,82393000,3251800,11745000,167700000
Q13126,16536016.7,213290000,99240000,60347000,19901000,12926000,16657000,47236000,24309000,47368000,75383000,4431820,545557.5,10369260,10606200,190040000,7531300,52522000,47066000,54159000,67987000
